Key,Summary,Status,Priority,Affected Versions
HIVE-19697,TestReOptimization#testStatCachingMetaStore is flaky,Closed,Major,3.1.0
HIVE-19695,Year Month Day extraction functions need to add an implicit cast for column that are String types,Closed,Major,3.0.0
HIVE-19694,Create Materialized View statement should check for MV name conflicts before running MV's SQL statement. ,Closed,Major,3.0.0
HIVE-19691,Start SessionState in materialized views registry,Closed,Major,3.0.0
HIVE-19687,Export table on acid partitioned table is failing,Closed,Major,3.0.0
HIVE-19686,schematool  --createCatalog option fails when using Oracle as the RDBMS,Resolved,Major,3.0.0
HIVE-19680,Push down limit is not applied for Druid storage handler.,Closed,Blocker,3.0.0
HIVE-19677,Disable sample6.q,Closed,Major,3.1.0
HIVE-19675,Cast to timestamps on Druid time column leads to an exception,Closed,Major,3.0.0
HIVE-19664,LLAP reader changes for decimal 64,Resolved,Major,4.0.0
HIVE-19661,switch Hive UDFs to use Re2J regex engine,Closed,Major,3.0.0
HIVE-19658,Update Hive to use ORC 1.4.4,Resolved,Major,3.0.0
HIVE-19652,Incorrect predicate pushdown for groupby with grouping sets,Closed,Major,3.1.0
HIVE-19638,Configuration not passed to ORC Reader.Options,Resolved,Major,"2.3.0, 2.3.1, 2.3.2"
HIVE-19632,Remove webapps directory from standalone jar,Closed,Major,3.1.0
HIVE-19629,Enable Decimal64 reader after orc version upgrade,Closed,Major,3.1.0
HIVE-19614,GenericUDTFGetSplits does not honor ORDER BY,Closed,Major,3.1.0
HIVE-19613,GenericUDTFGetSplits should handle fetch task with temp table rewrite,Closed,Major,3.1.0
HIVE-19599,Release Notes : Highlighting backwards incompatible changes,Resolved,Blocker,3.0.0
HIVE-19588,Several invocation of file listing when creating VectorizedOrcAcidRowBatchReader,Closed,Major,3.1.0
HIVE-19585,Add UNKNOWN to PrincipalType,Resolved,Major,2.3.2
HIVE-19580,Hive 2.3.2 with ORC files & stored on S3 are case sensitive on EMR,Resolved,Major,2.3.2
HIVE-19577,CREATE TEMPORARY TABLE LIKE  and INSERT generate output format mismatch errors,Closed,Major,3.0.0
HIVE-19576,IHMSHandler.getTable not always fetching the right catalog,Resolved,Major,3.0.0
HIVE-19575,TestAutoPurgeTables seems flaky,Closed,Major,3.1.0
HIVE-19570,"Multiple inserts using ""Group by"" and ""Distinct""  generates incorrect results",Resolved,Critical,"1.2.0, 3.0.0"
HIVE-19569,alter table db1.t1 rename db2.t2 generates MetaStoreEventListener.onDropTable(),Closed,Major,3.0.0
HIVE-19568,Active/Passive HS2 HA: Disallow direct connection to passive HS2 instance,Closed,Major,3.1.0
HIVE-19567,Fix flakiness in TestTriggers,Closed,Major,3.1.0
HIVE-19558,HiveAuthorizationProviderBase gets catalog name from config rather than db object,Resolved,Major,3.0.0
HIVE-19531,TransactionalValidationListener is getting catalog name from conf instead of table object.,Resolved,Blocker,3.0.0
HIVE-19504,Change default value for hive.auto.convert.join.shuffle.max.size property,Closed,Major,3.0.0
HIVE-19502,Unable to insert values into table stored by JdbcStorageHandler,Resolved,Blocker,2.3.3
HIVE-19497,SessionHiveMetaStoreClient.getTable should respect default catalog,Resolved,Blocker,3.0.0
HIVE-19485,dump directory for non native tables should not be created,Closed,Major,3.1.0
HIVE-19483,Metastore cleaner tasks that run periodically are created more than once,Closed,Major,3.0.0
HIVE-19481,Tablesample uses incorrect logic to pick files corresponding to buckets.,Closed,Major,3.0.0
HIVE-19476,"Fix failures in TestReplicationScenariosAcidTables, TestReplicationOnHDFSEncryptedZones and TestCopyUtils",Closed,Major,3.0.0
HIVE-19468,Add Apache license to TestTxnConcatenate,Closed,Major,3.1.0
HIVE-19435,Incremental replication cause data loss if a table is dropped followed by create and insert-into with different partition type.,Closed,Major,3.0.0
HIVE-19430,ObjectStore.cleanNotificationEvents OutOfMemory on large number of pending events,Closed,Major,3.0.0
HIVE-19424,NPE In MetaDataFormatters,Closed,Minor,3.2.0
HIVE-19419,SharedScanOptimizer may leave unnecessary operators in the plan,Resolved,Major,3.0.0
HIVE-19393,NonSyncDataInputBuffer.skipBytes hangs when the file is corrupted ,Resolved,Minor,"1.0.0, 2.3.2"
HIVE-19389,"Schematool: For Hive's Information Schema, use embedded HS2 as default",Closed,Major,"3.1.0, 3.0.0"
HIVE-19388,ClassCastException during VectorMapJoinCommonOperator initialization,Closed,Major,"2.1.1, 2.2.0, 2.3.2, 3.1.0, 3.0.0"
HIVE-19385,Optional hive env variable to redirect bin/hive to use Beeline,Closed,Major,"3.1.0, 3.0.0"
HIVE-19382,Acquire locks before generating valid transaction list for some operations,Closed,Major,3.0.0
HIVE-19365,Index on COMPLETED_TXN_COMPONENTS in Metastore RDBMS has different names in different scripts,Closed,Blocker,3.0.0
HIVE-19364,autoColumnStats_10.q test results for TestMiniLlapLocalCliDriver with insert-only transactional table does not match those with non-transactional table,Resolved,Major,3.0.0
HIVE-19358,CBO decorrelation logic should generate Hive operators,Closed,Major,3.0.0
HIVE-19339,Regenerate alltypesorc file with latest ORC,Closed,Major,3.0.0
HIVE-19330,"multi_insert_partitioned.q fails with ""src table does not exist"" message.",Closed,Major,3.0.0
HIVE-19327,qroupby_rollup_empty.q fails for insert-only transactional tables,Closed,Major,3.0.0
HIVE-19315,Test failure org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManager2#testWriteSetTracking3,Closed,Major,3.1.0
HIVE-19310,Metastore: MetaStoreDirectSql.ensureDbInit has some slow DN calls which might need to be run only in test env,Closed,Major,3.0.0
HIVE-19295,Some multiple inserts do not work on MR engine,Resolved,Blocker,2.3.3
HIVE-19292,More than one materialized view in DB affecting query rewrite,Resolved,Critical,3.0.0
HIVE-19286,NPE in MERGE operator on MR mode,Resolved,Blocker,2.3.3
HIVE-19280,Invalid error messages for UPDATE/DELETE on insert-only transactional tables,Closed,Major,3.0.0
HIVE-19277,Active/Passive HA web endpoints does not allow cross origin requests,Closed,Major,"3.1.0, 3.0.0"
HIVE-19266,Use UDFs in Hive-On-Spark complains Unable to find class Exception regarding kryo,Resolved,Major,2.3.2
HIVE-19250,Schema column definitions inconsistencies in MySQL,Closed,Minor,2.1.0
HIVE-19249,Replication: WITH clause is not passing the configuration to Task correctly in all cases,Closed,Major,"3.1.0, 3.0.0"
HIVE-19248,REPL LOAD couldn't copy file from source CM path and also doesn't throw error if file copy fails.,Closed,Critical,3.0.0
HIVE-19247,StatsOptimizer: Missing stats fast-path for Date,Closed,Major,"1.2.1, 2.2.0, 2.3.2, 3.0.0"
HIVE-19240,backport HIVE-17645 to 3.0,Closed,Major,3.0.0
HIVE-19233,Add utility for acid 1.0 to 2.0 migration,Closed,Major,3.0.0
HIVE-19231,Beeline generates garbled output when using UnsupportedTerminal,Closed,Major,2.1.0
HIVE-19230,Schema column width inconsistency in Oracle ,Closed,Minor,2.1.0
HIVE-19226,Extend storage-api to print timestamp values in UTC,Closed,Major,3.0.0
HIVE-19219,Incremental REPL DUMP should throw error if requested events are cleaned-up.,Closed,Major,3.0.0
HIVE-19215,JavaUtils.AnyIdDirFilter ignores base_n directories,Closed,Major,3.0.0
HIVE-19203,Thread-Safety Issue in HiveMetaStore,Closed,Minor,3.0.0
HIVE-19202,CBO failed due to NullPointerException in HiveAggregate.isBucketedInput(),Closed,Critical,2.1.1
HIVE-19200,Vectorization: Disable vectorization for LLAP I/O when a non-VECTORIZED_INPUT_FILE_FORMAT mode is needed (i.e. rows) and data type conversion is needed,Closed,Critical,3.0.0
HIVE-19199,ACID: DbTxnManager heartbeat-service needs static sync init ,Resolved,Major,3.1.0
HIVE-19191,Assertion error while running materialized view rewriting,Closed,Major,3.0.0
HIVE-19186,Multi Table INSERT statements query has a flaw for partitioned table when INSERT INTO and INSERT OVERWRITE are used,Closed,Major,3.0.0
HIVE-19181,Remove BreakableService (unused class),Closed,Major,"2.3.2, 3.0.0"
HIVE-19168,Ranger changes for llap commands,Closed,Major,"3.1.0, 3.0.0"
HIVE-19151,Update expected result for some TestNegativeCliDriver tests,Closed,Blocker,3.0.0
HIVE-19137,orcfiledump doesn't print hive.acid.version value,Closed,Major,3.0.0
HIVE-19130,NPE is thrown when REPL LOAD applied drop partition event.,Closed,Major,3.0.0
HIVE-19120,catalog not properly set for some tables in SQL upgrade scripts,Closed,Blocker,3.0.0
HIVE-19118,Vectorization: Turning on vectorization in escape_crlf produces wrong results,Closed,Critical,3.0.0
HIVE-19116,Vectorization: Vector Map data type doesn't keep the order of the key/values pairs as read,Closed,Critical,3.0.0
HIVE-19110,Vectorization: Enabling vectorization causes TestContribCliDriver udf_example_arraymapstruct.q to produce Wrong Results,Closed,Critical,3.0.0
HIVE-19109,Vectorization: Enabling vectorization causes TestCliDriver delete_orig_table.q to produce Wrong Results,Closed,Critical,3.0.0
HIVE-19108,Vectorization and Parquet: Turning on vectorization in parquet_ppd_decimal.q causes Wrong Query Results,Closed,Critical,3.0.0
HIVE-19105,HIVE-18781 broke WarehouseInstance,Closed,Major,3.0.0
HIVE-19102,Vectorization: Suppress known Q file bugs,Closed,Critical,3.0.0
HIVE-19101,Apply rule [HiveJoinPushTransitivePredicatesRule] is getting stuck when there are huge number of predicates ,Resolved,Major,"2.1.1, 2.2.0, 2.3.0, 2.3.1, 2.3.2"
HIVE-19099,HIVE-18755 forgot to update derby install script in metastore,Closed,Blocker,3.0.0
HIVE-19085,FastHiveDecimal abs(0) sets sign to +ve,Closed,Minor,2.3.2
HIVE-19081,Add partition should prevent loading acid files,Closed,Major,3.0.0
HIVE-19080,Fix travis build,Closed,Major,3.0.0
HIVE-19052,Vectorization: Disable Vector Pass-Thru SMB MapJoin in the presence of old-style MR FilterMaps,Closed,Critical,3.0.0
HIVE-19050,DBNotificationListener does not catch exceptions in the cleaner thread,Closed,Minor,"2.4.0, 3.0.0"
HIVE-19045,Vectorization: Disable vectorization in non-vectorized Q files,Resolved,Critical,3.0.0
HIVE-19043,Vectorization: LazySimpleDeserializeRead fewer fields handling is broken for Complex Types,Closed,Critical,3.0.0
HIVE-19037,Vectorization: Miscellaneous cleanup,Closed,Critical,3.0.0
HIVE-19035,Vectorization: Disable exotic STRUCT field reference form,Closed,Critical,3.0.0
HIVE-19032,Vectorization: Disable GROUP BY aggregations with DISTINCT,Closed,Critical,3.0.0
HIVE-19030,Update Wiki with new rules for Load Data,Closed,Major,3.0.0
HIVE-19028,Insert values query gives Failed to retrieve table statistics,Resolved,Major,3.0.0
HIVE-19024,Vectorization: Disable complex type constants for VectorUDFAdaptor,Closed,Critical,3.0.0
HIVE-19020,"Vectorization: When vectorized, orc_null_check.q throws NPE in VectorExpressionWriterFactory",Resolved,Critical,3.0.0
HIVE-19019,"Vectorization: When vectorized, orc_merge_incompat_schema.q throws HiveException ""Not implemented yet"" from VectorExpressionWriterMap",Closed,Critical,3.0.0
HIVE-19018,beeline -e now requires semicolon even when used with query from command line,Closed,Major,3.0.0
HIVE-19016,Vectorization and Parquet: Disable vectorization for nested complex types,Closed,Critical,3.0.0
HIVE-19012,Support builds for ARM and PPC arch,Closed,Major,3.0.0
HIVE-19007,Support REPL LOAD from primary using replica connection configurations received through WITH clause.,Closed,Major,3.0.0
HIVE-18991,Drop database cascade doesn't work with materialized views,Closed,Major,3.0.0
HIVE-18977,Listing partitions returns different results with JDO and direct SQL,Closed,Major,3.0.0
HIVE-18967,Standalone metastore SQL upgrade scripts do not properly set schema version,Closed,Major,3.0.0
HIVE-18965,HIVE-17990 didn't update derby SQL scripts,Closed,Major,3.0.0
HIVE-18956,AvroSerDe Race Condition,Resolved,Trivial,"2.3.2, 3.0.0"
HIVE-18951,Fix the llapdump usage error in llapdump.sh,Closed,Minor,3.0.0
HIVE-18950,DESCRIBE EXTENDED missing details of default constraint,Closed,Major,3.0.0
HIVE-18943,Hive building with Hadoop 3.0.0  ERROR,Resolved,Major,2.3.2
HIVE-18929,The method humanReadableInt in HiveStringUtils.java has a race condition.,Closed,Minor,2.3.2
HIVE-18888,Replace synchronizedMap with ConcurrentHashMap,Closed,Major,"2.3.3, 3.0.0"
HIVE-18886,ACID: NPE on unexplained mysql exceptions ,Closed,Major,3.0.0
HIVE-18885,DbNotificationListener has a deadlock between Java and DB locks (2.x line),Closed,Major,2.3.2
HIVE-18874,JDBC: HiveConnection shades log4j interfaces,Closed,Major,3.1.0
HIVE-18873,Skipping predicate pushdown for MR silently at HiveInputFormat can cause storage handlers to produce erroneous result,Closed,Major,3.0.0
HIVE-18871,hive on tez execution error due to set hive.aux.jars.path to hdfs://,Closed,Major,"2.2.1, 3.2.0, 4.0.0"
HIVE-18859,Incorrect handling of thrift metastore exceptions,Closed,Major,"1.2.0, 2.1.1"
HIVE-18858,System properties in job configuration not resolved when submitting MR job,Closed,Major,3.0.0
HIVE-18852,Misleading error message in alter table validation,Closed,Major,2.4.0
HIVE-18829,Inputs/Outputs are not propagated to SA hooks for explain commands. ,Resolved,Major,2.1.1
HIVE-18819,Vectorization: Optimize IF statement expression evaluation of THEN/ELSE,Resolved,Critical,3.0.0
HIVE-18818,Alter table add constraint unique fails with direct sql set to false,Closed,Major,3.0.0
HIVE-18816,CREATE TABLE (ACID) doesn't work with TIMESTAMPLOCALTZ column type,Closed,Major,3.0.0
HIVE-18806,Add @Ignore for broken test caused by HIVE-18493,Resolved,Major,3.0.0
HIVE-18800,Vectorization: VectorCoalesce doesn't handle the all repeated NULLs case,Resolved,Critical,3.0.0
HIVE-18786,NPE in Hive windowing functions,Closed,Critical,"2.3.2, 2.3.3"
HIVE-18779,Hive does not enable ppd to underlying storage format by default,Resolved,Major,"1.2.1, 1.2.2, 2.3.2"
HIVE-18776,MaterializationsInvalidationCache loading causes race condition in the metastore,Closed,Major,3.0.0
HIVE-18769,Vectorization: Disable vectorization of key-less outer joins,Resolved,Major,3.0.0
HIVE-18768,Use Datanucleus to serialize notification updates,Resolved,Major,"2.0.2, 3.0.0"
HIVE-18767,Some alterPartitions invocations throw 'NumberFormatException: null',Closed,Major,"2.3.3, 3.1.0, 3.2.0, 4.0.0"
HIVE-18764,ELAPSED_TIME resource plan setting is not getting honored,Closed,Major,3.0.0
HIVE-18762,Support ALTER TABLE SET OWNER command,Resolved,Major,3.0.0
HIVE-18758,Vectorization: Fix VectorUDAFVarFinal produces Wrong Results,Resolved,Critical,3.0.0
HIVE-18756,Vectorization: VectorUDAFVarFinal produces Wrong Results,Resolved,Critical,3.0.0
HIVE-18742,Vectorization acid/inputformat check should allow NullRowsInputFormat/OneNullRowInputFormat,Closed,Major,2.0.0
HIVE-18735,Create table like loses transactional attribute,Closed,Major,2.0.0
HIVE-18722,Vectorization: Adding SUM(HASH(..)) to full query seems to produce flakey results -- need to investiage,Resolved,Critical,3.0.0
HIVE-18713,Optimize: Transform IN clauses to = when there's only one element,Closed,Major,3.0.0
HIVE-18708,Vectorization: Delay out-of-tree fixups till whole work is vectorized,Closed,Major,3.0.0
HIVE-18707,Dropping database via HiveMetastoreClient involves useless work,Resolved,Major,"2.3.3, 3.0.0"
HIVE-18702,INSERT OVERWRITE TABLE doesn't clean the table directory before overwriting,Closed,Major,2.3.2
HIVE-18688,Vectorization: Vectorizer Reason shouldn't be part of work-plan,Closed,Major,3.0.0
HIVE-18680,FieldTrimmer missing opportunity with SortLimit operators,Closed,Major,3.0.0
HIVE-18675,make HIVE_LOCKS.HL_TXNID NOT NULL,Closed,Major,3.0.0
HIVE-18665,LLAP: Ignore cache-affinity if the LLAP IO elevator is disabled,Closed,Major,3.0.0
HIVE-18656,Trigger with counter TOTAL_TASKS fails to result in an event even when condition is met,Resolved,Major,3.0.0
HIVE-18653,Fix TestOperators test failure in master,Closed,Major,3.0.0
HIVE-18646,Update errata.txt for HIVE-18617,Closed,Trivial,3.0.0
HIVE-18645,invalid url address in README.txt from module hbase-handler,Closed,Trivial,3.0.0
HIVE-18641,Remove MCreationMetadata from MTable class,Closed,Major,3.0.0
HIVE-18638,"Triggers for multi-pool move, failing to initiate the move event",Closed,Major,3.0.0
HIVE-18637,WorkloadManagent Event Summary leaving subscribedCounters and currentCounters fields empty,Closed,Major,3.0.0
HIVE-18636,fix TestTxnNoBuckets.testCTAS - keeps failing on ptest,Resolved,Blocker,3.0.0
HIVE-18631,Hive metastore schema initialization failing on mysql,Closed,Blocker,3.0.0
HIVE-18628,Make tez dag status check interval configurable,Closed,Major,3.0.0
HIVE-18624,Parsing time is extremely high (~10 min) for queries with complex select expressions,Closed,Major,"2.0.0, 2.3.2, 3.0.0"
HIVE-18617,Workload management Action parser does not generate the correct pool path.,Closed,Major,3.0.0
HIVE-18614,Fix sys db creation in Hive,Closed,Major,3.0.0
